4.000600000000000023e+01  -2.622099999999999986e-01  1.482399999999999940e+00  -2.389300000000000035e-01  1.443599999999999994e+00  -2.327500000000000055e-02  3.886599999999999777e-02
4.010600000000000165e+01  -2.473599999999999965e-01  1.481899999999999995e+00  -2.238100000000000089e-01  1.443000000000000060e+00  -2.355000000000000149e-02  3.888300000000000090e-02
4.020600000000000307e+01  -2.310099999999999931e-01  1.481100000000000083e+00  -2.073200000000000043e-01  1.442199999999999926e+00  -2.368400000000000019e-02  3.890199999999999908e-02
4.030599999999999739e+01  -2.132499999999999951e-01  1.479999999999999982e+00  -1.895699999999999885e-01  1.441100000000000048e+00  -2.367599999999999913e-02  3.892500000000000127e-02
4.040599999999999881e+01  -1.941900000000000015e-01  1.478699999999999903e+00  -1.706699999999999884e-01  1.439699999999999980e+00  -2.352699999999999930e-02  3.894999999999999851e-02
4.050600000000000023e+01  -1.739700000000000135e-01  1.477100000000000080e+00  -1.507400000000000129e-01  1.438199999999999923e+00  -2.323599999999999971e-02  3.897599999999999676e-02
4.060600000000000165e+01  -1.527000000000000024e-01  1.475400000000000045e+00  -1.298999999999999877e-01  1.436399999999999899e+00  -2.280700000000000088e-02  3.900399999999999701e-02
4.070600000000000307e+01  -1.305199999999999971e-01  1.473600000000000021e+00  -1.082800000000000012e-01  1.434600000000000097e+00  -2.224100000000000035e-02  3.903100000000000319e-02
4.080599999999999739e+01  -1.075600000000000028e-01  1.471700000000000008e+00  -8.602200000000000124e-02  1.432700000000000085e+00  -2.154299999999999965e-02  3.905800000000000244e-02
4.090599999999999881e+01  -8.396199999999999497e-02  1.469799999999999995e+00  -6.324599999999999667e-02  1.430700000000000083e+00  -2.071599999999999830e-02  3.908299999999999969e-02
4.100600000000000023e+01  -5.985300000000000342e-02  1.467799999999999994e+00  -4.008799999999999863e-02  1.428700000000000081e+00  -1.976500000000000132e-02  3.910600000000000187e-02
4.110600000000000165e+01  -3.536099999999999660e-02  1.465899999999999981e+00  -1.666300000000000073e-02  1.426800000000000068e+00  -1.869799999999999934e-02  3.912600000000000106e-02
4.120600000000000307e+01  -1.064400000000000068e-02  1.464099999999999957e+00  6.876600000000000074e-03  1.425000000000000044e+00  -1.752000000000000085e-02  3.914299999999999724e-02
4.130599999999999739e+01  1.412899999999999920e-02  1.462499999999999911e+00  3.036700000000000163e-02  1.423399999999999999e+00  -1.623799999999999896e-02  3.915699999999999736e-02
4.140599999999999881e+01  3.883000000000000340e-02  1.461100000000000065e+00  5.369000000000000161e-02  1.421899999999999942e+00  -1.485999999999999995e-02  3.916700000000000043e-02
4.150600000000000023e+01  6.331799999999999928e-02  1.459899999999999975e+00  7.671200000000000241e-02  1.420700000000000074e+00  -1.339399999999999966e-02  3.917299999999999949e-02
4.160600000000000165e+01  8.741400000000000559e-02  1.458900000000000086e+00  9.926300000000000401e-02  1.419699999999999962e+00  -1.184900000000000016e-02  3.917400000000000049e-02
4.170600000000000307e+01  1.109900000000000053e-01  1.458199999999999941e+00  1.212199999999999944e-01  1.419100000000000028e+00  -1.023300000000000078e-02  3.917099999999999749e-02
4.180599999999999739e+01  1.338999999999999913e-01  1.457899999999999974e+00  1.424600000000000033e-01  1.418700000000000072e+00  -8.556700000000000417e-03  3.916499999999999843e-02
4.190599999999999881e+01  1.559999999999999998e-01  1.457799999999999985e+00  1.628300000000000025e-01  1.418600000000000083e+00  -6.830000000000000134e-03  3.915400000000000130e-02
4.200600000000000023e+01  1.771600000000000119e-01  1.458099999999999952e+00  1.822199999999999931e-01  1.418900000000000050e+00  -5.062299999999999613e-03  3.914000000000000118e-02
4.210600000000000165e+01  1.972399999999999987e-01  1.458599999999999897e+00  2.005099999999999938e-01  1.419499999999999984e+00  -3.265099999999999947e-03  3.912199999999999706e-02
4.220600000000000307e+01  2.161200000000000065e-01  1.459500000000000020e+00  2.175700000000000134e-01  1.420400000000000107e+00  -1.448800000000000088e-03  3.910199999999999787e-02
4.230599999999999739e+01  2.336699999999999888e-01  1.460700000000000109e+00  2.333000000000000074e-01  1.421599999999999975e+00  3.756000000000000224e-04  3.907900000000000262e-02
4.240599999999999881e+01  2.497999999999999943e-01  1.462099999999999955e+00  2.475999999999999868e-01  1.423000000000000043e+00  2.196899999999999895e-03  3.905600000000000044e-02
4.250600000000000023e+01  2.644000000000000239e-01  1.463700000000000001e+00  2.603900000000000103e-01  1.424600000000000088e+00  4.004399999999999973e-03  3.903100000000000319e-02
4.260600000000000165e+01  2.773700000000000054e-01  1.465400000000000036e+00  2.715799999999999881e-01  1.426399999999999890e+00  5.786799999999999930e-03  3.900599999999999901e-02
4.270600000000000307e+01  2.886299999999999977e-01  1.467300000000000049e+00  2.811000000000000165e-01  1.428299999999999903e+00  7.533399999999999992e-03  3.898100000000000176e-02
4.280599999999999739e+01  2.981199999999999961e-01  1.469200000000000061e+00  2.888800000000000257e-01  1.430299999999999905e+00  9.232900000000000482e-03  3.895699999999999857e-02
4.290599999999999881e+01  3.057699999999999863e-01  1.471200000000000063e+00  2.948899999999999855e-01  1.432299999999999907e+00  1.087499999999999925e-02  3.893300000000000233e-02
4.300699999999999790e+01  3.115100000000000091e-01  1.473200000000000065e+00  2.990599999999999925e-01  1.434299999999999908e+00  1.244900000000000000e-02  3.891200000000000214e-02
4.310699999999999932e+01  3.153099999999999792e-01  1.475200000000000067e+00  3.013600000000000168e-01  1.436299999999999910e+00  1.394600000000000006e-02  3.889299999999999702e-02
4.320700000000000074e+01  3.171499999999999875e-01  1.477000000000000091e+00  3.018000000000000127e-01  1.438199999999999923e+00  1.535599999999999986e-02  3.887499999999999983e-02
4.330700000000000216e+01  3.170399999999999885e-01  1.478699999999999903e+00  3.003700000000000259e-01  1.439899999999999958e+00  1.667000000000000079e-02  3.885999999999999871e-02
4.340699999999999648e+01  3.149899999999999922e-01  1.480199999999999960e+00  2.971099999999999852e-01  1.441400000000000015e+00  1.788000000000000006e-02  3.884800000000000059e-02
