30.506 1.9928
35.303 1.8535
40.475 1.7468
45.608 1.6577
49.804 1.5862
53.969 1.5285
57.638 1.4921
59.900 1.4833
64.895 1.4558
78.931 1.3957
99.656 1.3520
132.92 1.3185
166.99 1.3214
200.13 1.3419
234.08 1.4001
266.62 1.4859
299.66 1.5516
