29.71314 1.96160
39.37672 1.72106
49.59782 1.57434
60.41276 1.47542
100.27992 1.37701
133.12995 1.36697
166.58780 1.38703
200.02748 1.43010
234.06380 1.51743
266.84536 1.59411

