57.93651 -0.00751
59.92063 0.07248
65.37698 0.13053
80.75397 0.28289
100.59524 0.37691
132.83730 0.53605
166.07143 0.76793
200.79365 1.18168
233.03571 1.81380
266.76587 2.45315
300.00000 3.36175

