0.000000000000000000e+00  3.446122066666668527e-03  1.000000000000000000e+02
1.672240802675561619e-02  3.903113517710938511e-03  1.000000000000000000e+02
3.344481605351123238e-02  5.184268145106057067e-03  1.000000000000000000e+02
5.016722408026684510e-02  7.309874132833950496e-03  1.000000000000000000e+02
6.688963210702246476e-02  1.074109955138106628e-02  1.000000000000000000e+02
8.361204013377808442e-02  1.705394326864666243e-02  1.000000000000000000e+02
1.003344481605336902e-01  3.294748590841576480e-02  1.000000000000000000e+02
1.170568561872893099e-01  1.612468047478660682e-01  1.000000000000000000e+02
1.337792642140449295e-01  6.619133404746961602e-02  1.000000000000000000e+02
1.505016722408005492e-01  2.908238379307691995e-02  1.000000000000000000e+02
1.672240802675561688e-01  1.916339622571935908e-02  1.000000000000000000e+02
1.839464882943117885e-01  1.452031240100504737e-02  1.000000000000000000e+02
2.006688963210673804e-01  1.180610434976588248e-02  1.000000000000000000e+02
2.173913043478230001e-01  1.001309192992948065e-02  1.000000000000000000e+02
2.341137123745786197e-01  8.733110275043434734e-03  1.000000000000000000e+02
2.508361204013342394e-01  7.772594388750104881e-03  1.000000000000000000e+02
2.675585284280898590e-01  7.016990929975860068e-03  1.000000000000000000e+02
2.842809364548454787e-01  6.408019277204350661e-03  1.000000000000000000e+02
3.010033444816010983e-01  5.905455764273409743e-03  1.000000000000000000e+02
3.177257525083567180e-01  5.482384581185345378e-03  1.000000000000000000e+02
3.344481605351123377e-01  5.121314687940437330e-03  1.000000000000000000e+02
3.511705685618679573e-01  4.811297041104983102e-03  1.000000000000000000e+02
3.678929765886235770e-01  4.500254119624669952e-03  1.000000000000000000e+02
3.846153846153791966e-01  4.284278148661506587e-03  1.000000000000000000e+02
4.013377926421347608e-01  4.069810920220864880e-03  1.000000000000000000e+02
4.180602006688903804e-01  3.876897309116779725e-03  1.000000000000000000e+02
4.347826086956460001e-01  3.702073888918959010e-03  1.000000000000000000e+02
4.515050167224016198e-01  3.543219506754858791e-03  1.000000000000000000e+02
4.682274247491572394e-01  3.397863290323359202e-03  1.000000000000000000e+02
4.849498327759128591e-01  3.265154494878771789e-03  1.000000000000000000e+02
5.016722408026684787e-01  3.142944097622534134e-03  1.000000000000000000e+02
5.183946488294240984e-01  3.029782877519667135e-03  1.000000000000000000e+02
5.351170568561797181e-01  2.925155039655027989e-03  1.000000000000000000e+02
5.518394648829353377e-01  2.827645594494750895e-03  1.000000000000000000e+02
5.685618729096909574e-01  2.736921083090741551e-03  1.000000000000000000e+02
5.852842809364465770e-01  2.652032812527578554e-03  1.000000000000000000e+02
6.020066889632021967e-01  2.571624079805270684e-03  1.000000000000000000e+02
6.187290969899578164e-01  2.499051059140264264e-03  1.000000000000000000e+02
6.354515050167134360e-01  2.428404901936799445e-03  1.000000000000000000e+02
6.521739130434690557e-01  2.362118986751760887e-03  1.000000000000000000e+02
6.688963210702246753e-01  2.299623482110609452e-03  1.000000000000000000e+02
6.856187290969802950e-01  2.240662486582261498e-03  1.000000000000000000e+02
7.023411371237359146e-01  2.184714483567251706e-03  1.000000000000000000e+02
7.190635451504915343e-01  2.131324846232817306e-03  1.000000000000000000e+02
7.357859531772471540e-01  2.080911750367710634e-03  1.000000000000000000e+02
7.525083612040027736e-01  2.032744750943502651e-03  1.000000000000000000e+02
7.692307692307583933e-01  1.987061067189475373e-03  1.000000000000000000e+02
7.859531772575140129e-01  1.943633066592651048e-03  1.000000000000000000e+02
8.026755852842695216e-01  1.901583795624395452e-03  1.000000000000000000e+02
8.193979933110251412e-01  1.862166678778509263e-03  1.000000000000000000e+02
8.361204013377807609e-01  1.823730241123930687e-03  1.000000000000000000e+02
8.528428093645363806e-01  1.785824956608629858e-03  1.000000000000000000e+02
8.695652173912920002e-01  1.752477115860269410e-03  1.000000000000000000e+02
8.862876254180476199e-01  1.718662669838395395e-03  1.000000000000000000e+02
9.030100334448032395e-01  1.686719789622471511e-03  1.000000000000000000e+02
9.197324414715588592e-01  1.655382399616279251e-03  1.000000000000000000e+02
9.364548494983144789e-01  1.625842412096939645e-03  1.000000000000000000e+02
9.531772575250700985e-01  1.597172866711276101e-03  1.000000000000000000e+02
9.698996655518257182e-01  1.569481162258633353e-03  1.000000000000000000e+02
9.866220735785813378e-01  1.543131544285811620e-03  1.000000000000000000e+02
1.003344481605336957e+00  1.517058292200416806e-03  1.000000000000000000e+02
1.020066889632092577e+00  1.492421266729028473e-03  1.000000000000000000e+02
1.036789297658848197e+00  1.468517970502320347e-03  1.000000000000000000e+02
1.053511705685603816e+00  1.445245100246250920e-03  1.000000000000000000e+02
1.070234113712359436e+00  1.422862427561459543e-03  1.000000000000000000e+02
1.086956521739115056e+00  1.400542588560625213e-03  1.000000000000000000e+02
1.103678929765870675e+00  1.380852685969254177e-03  1.000000000000000000e+02
1.120401337792626295e+00  1.360111082751059913e-03  1.000000000000000000e+02
1.137123745819381915e+00  1.340586000847327148e-03  1.000000000000000000e+02
1.153846153846137534e+00  1.321520207722635173e-03  1.000000000000000000e+02
1.170568561872893154e+00  1.302830956736348179e-03  1.000000000000000000e+02
1.187290969899648774e+00  1.284933161267920064e-03  1.000000000000000000e+02
1.204013377926404393e+00  1.267355860398469876e-03  1.000000000000000000e+02
1.220735785953160013e+00  1.250500037215406630e-03  1.000000000000000000e+02
1.237458193979915633e+00  1.234491774856474877e-03  1.000000000000000000e+02
1.254180602006671252e+00  1.218434706513279097e-03  1.000000000000000000e+02
1.270903010033426872e+00  1.202771808815160728e-03  1.000000000000000000e+02
1.287625418060182492e+00  1.187933646107559556e-03  1.000000000000000000e+02
1.304347826086938111e+00  1.173213955043282729e-03  1.000000000000000000e+02
1.321070234113693731e+00  1.158957212000337163e-03  1.000000000000000000e+02
1.337792642140449351e+00  1.144652716190397695e-03  1.000000000000000000e+02
1.354515050167204970e+00  1.131382532618468431e-03  1.000000000000000000e+02
1.371237458193960590e+00  1.118158696270232615e-03  1.000000000000000000e+02
1.387959866220716210e+00  1.105333043413513896e-03  1.000000000000000000e+02
1.404682274247471829e+00  1.092823288478385856e-03  1.000000000000000000e+02
1.421404682274227449e+00  1.080665637088810277e-03  1.000000000000000000e+02
1.438127090300983069e+00  1.068866662885257232e-03  1.000000000000000000e+02
1.454849498327738688e+00  1.057055359702135586e-03  1.000000000000000000e+02
1.471571906354494308e+00  1.045641911177458503e-03  1.000000000000000000e+02
1.488294314381249928e+00  1.034680598996057894e-03  1.000000000000000000e+02
1.505016722408005547e+00  1.024030829496263770e-03  1.000000000000000000e+02
1.521739130434761167e+00  1.013234486891344526e-03  1.000000000000000000e+02
1.538461538461516787e+00  1.003154711530934023e-03  1.000000000000000000e+02
1.555183946488272406e+00  9.929883685036949934e-04  1.000000000000000000e+02
1.571906354515028026e+00  9.832505348235003398e-04  1.000000000000000000e+02
1.588628762541783646e+00  9.738821471104472209e-04  1.000000000000000000e+02
1.605351170568539043e+00  9.642425762845431179e-04  1.000000000000000000e+02
1.622073578595294663e+00  9.548913621726423835e-04  1.000000000000000000e+02
1.638795986622050282e+00  9.458827119643653872e-04  1.000000000000000000e+02
1.655518394648805902e+00  9.369819975678170135e-04  1.000000000000000000e+02
1.672240802675561522e+00  9.283818095571852187e-04  1.000000000000000000e+02
1.688963210702317141e+00  9.198913364567383845e-04  1.000000000000000000e+02
1.705685618729072761e+00  9.120032621461952567e-04  1.000000000000000000e+02
1.722408026755828381e+00  9.038856511846380011e-04  1.000000000000000000e+02
1.739130434782584000e+00  8.957243619880795715e-04  1.000000000000000000e+02
1.755852842809339620e+00  8.881617340770944086e-04  1.000000000000000000e+02
